"adult","budget","genres","homepage","imdb_id","keywords","movie_id","original_language","overview","popularity","popularity_category","poster_url","production_companies","profit","release_date","release_year","revenue","roi","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"False","0","Action, Thriller","","tt27812086","","1125899","en","When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.","260.5722","Medium","https://image.tmdb.org/t/p/w500/mwzDApMZAGeYCEVjhegKvCzDX0W.jpg","Anton, Qwerty Films","0","2025-02-19","2025","0","0","96","English","Released","The stakes are a thousand feet high.","Cleaner","6.567","195"
"False","0","Action, Drama","","tt32887283","","1261050","da","In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.","175.8319","Medium","https://image.tmdb.org/t/p/w500/7NLY1jNwtZX1yVzwVoBeAhaBE8i.jpg","Zentropa Entertainments, Film i Väst, Zentropa International Sweden, Kazak Productions, Zentropa International France","0","2024-10-31","2024","0","0","110","English, Dansk, svenska","Released","The largest heist in Danish history.","The Quiet Ones","5.394","33"
"False","150000000","Animation, Adventure, Family, Comedy","https://movies.disney.com/moana-2","tt13622970","sea, ocean, villain, musical, sequel, duringcreditsstinger","1241982","en","After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.","195.3665","Medium","https://image.tmdb.org/t/p/w500/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg","Walt Disney Pictures, Walt Disney Animation Studios, Walt Disney Animation Studios","909544057","2024-11-21","2024","1059544057","6.063627046666666","99","English","Released","The ocean is calling them back.","Moana 2","7.087","2193"
"False","250000","Horror, Thriller, Fantasy","https://www.itnfilms.net/catalog/peter-pan's-neverland-nightmare","tt21955520","peter pan, slasher, based on children's book, child abduction, magic land, independent film, violence against a child, the twisted childhood universe","1020414","en","Wendy Darling strikes out in an attempt to rescue her brother Michael from the clutches of the evil Peter Pan who intends to send him to Neverland. Along the way she meets a twisted Tinkerbell, who is hooked on what she thinks is fairy dust.","122.846","Medium","https://image.tmdb.org/t/p/w500/mOR1Ks0EcXocwMV4EPv4letz0F5.jpg","Jagged Edge Productions","65648","2025-01-13","2025","315648","0.262592","89","English","Released","He's every parent's worst nightmare.","Peter Pan's Neverland Nightmare","5.069","51"
"False","0","Comedy, Romance","","tt32831759","","1403735","te","Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot","134.3744","Medium","https://image.tmdb.org/t/p/w500/l4gsNxFPGpzbq0D6QK1a8vO1lBz.jpg","Shine Screens","0","2025-02-14","2025","0","0","134","తెలుగు","Released","","Laila","0.0","0"
"False","0","Fantasy, Horror","","tt28087226","princess, revenge, dark fairy tale","1140847","en","Cinderella finds freedom from her wicked stepmother with the help of her fairy godmother. Only this time, they unleash a plan of bloody vengeance.","94.7306","Low","https://image.tmdb.org/t/p/w500/cYB3SHhITJSbRoisgn9QQTP8YkZ.jpg","Sobini Films, Titan Global Entertainment, EMRJ Entertainment","0","2024-04-26","2024","0","0","85","Español, English","Released","This ain't no fairy tale","Cinderella's Revenge","5.139","18"
"False","270000000","Family, Fantasy","https://movies.disney.com/snow-white-2025","tt6208148","princess, dwarf, fairy tale, poison, musical, apple, based on movie, evil queen, based on fairy tale, live action remake, fantasy, romantic fantasy, disgusted, distressing","447273","en","Princess Snow White flees the castle when the Evil Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young thief named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom in the process.","101.3432","Medium","https://image.tmdb.org/t/p/w500/xWWg47tTfparvjK0WJNX4xL8lW2.jpg","Walt Disney Pictures, Marc Platt Productions","-101637530","2025-03-19","2025","168362470","-0.3764352962962963","109","English, Español","Released","The classic tale comes to life.","Snow White","4.527","542"
"False","0","Animation, Adventure, Comedy, Family, Fantasy","https://www.netflix.com/title/81221337","tt32560777","based on cartoon, based on tv series, 3d animation, hilarious, indifferent","1104845","en","Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.","89.5498","Low","https://image.tmdb.org/t/p/w500/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg","Nickelodeon Movies","0","2025-03-08","2025","0","0","83","English","Released","They needed a hero. They got a villain.","Plankton: The Movie","7.0","77"
"False","0","Horror, Thriller, Drama","","tt22234810","","1190462","en","1901, South Africa. As the Second Anglo-Boer War rages on, a wounded General seeks refuge in the small home of a woman and her young daughter. As the hurt man settles in, he begins noticing that something is off about the two women, particularly the daughter, and before long, he’ll learn the real reason for why they’ve invited him and for how they’ve survived on their own for so long.","80.7653","Low","https://image.tmdb.org/t/p/w500/yy2dmnBlPhx21GUMUJUPxA9QUFp.jpg","Kaapland Films","0","2023-10-18","2023","0","0","105","English","Released","","Breathing In","5.0","13"
"False","0","Horror","","tt30956852","legend, slasher, haunt","1388366","en","A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.","87.8153","Low","https://image.tmdb.org/t/p/w500/nVwu3mN7hr1yF467pGct3yQFM41.jpg","Millman Productions, Otsego Media, Ron Lee Productions, Salem House Films","0","2025-03-21","2025","0","0","88","English","Released","He is what he is.","Popeye the Slayer Man","6.028","72"
"False","0","Animation, Adventure","","tt30840883","friendship, football (soccer), robot","1229646","es","","72.3578","Low","https://image.tmdb.org/t/p/w500/uRH4QEaa38Pz7xOiBJDaWp50s8g.jpg","Malabar Animation Studio, Dibulitoon Studio, Paycom Cinema, Tropics Creative","0","2024-06-07","2024","0","0","0","Español","Released","","Robotia, la película","7.333","6"
"False","0","Romance, Comedy, Drama","https://www.netflix.com/title/81246107","tt2172954","bucket list, inspirational, lighthearted","1254786","en","When her mother sends her on a quest to complete a teenage bucket list, a young woman uncovers family secrets, finds romance — and rediscovers herself.","79.0902","Low","https://image.tmdb.org/t/p/w500/5fg98cVo7da7OIK45csdLSd4NaU.jpg","3dot Productions","0","2025-03-27","2025","0","0","123","English","Released","For everyone who's still figuring it out.","The Life List","6.8","246"
"False","0","Thriller, Comedy","","tt27165670","erotic thriller","1101401","en","An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home.","102.3563","Medium","https://image.tmdb.org/t/p/w500/z7NyxmdJ1ypn3Y6BVizjGODuBdO.jpg","Mary Ellen Moffat, VMI WorldWide, Brook Productions","0","2024-10-15","2024","0","0","88","English","Released","Pay to play.","Sugar Baby","6.563","8"
"False","0","Action, Thriller","","tt27056066","historical epic, bollywood, indian air force, inspired by true story, pakistani air force","1143407","hi","In the 1965 Indo-Pak War, India faces a devastating surprise attack. Wing Commander Ahuja leads a retaliatory strike, but Squadron Leader Vijaya goes missing after a heroic solo engagement against a superior enemy jet. Ahuja spends 23 years seeking the truth and uncovering a cover-up.","67.2636","Low","https://image.tmdb.org/t/p/w500/pmtev9YTlIRDo25G7lN8dzyoszn.jpg","Maddock Films, Jio Studios","0","2025-01-24","2025","0","0","125","हिन्दी, English","Released","Some missions end. Others last a lifetime.","Sky Force","6.7","29"
"False","180000000","Action, Thriller, Science Fiction","https://www.marvel.com/movies/captain-america-brave-new-world","tt14513804","hero, superhero, revenge, aftercreditsstinger, marvel cinematic universe (mcu), sidekick, assassination attempt, political thriller, treaty, international relations","822119","en","After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.","357.1556","Medium","https://image.tmdb.org/t/p/w500/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg","Marvel Studios, Kevin Feige Productions","231409721","2025-02-12","2025","411409721","1.2856095611111111","119","English, 日本語, Español","Released","The future favors the brave.","Captain America: Brave New World","6.131","1390"
"False","40000000","Action, Crime, Thriller","https://www.amazon.com/salp/aworkingman?hhf","tt9150192","based on novel or book, kidnapping, vigilante, missing person, black ops, construction worker, criminal conspiracy","1197306","en","Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.","646.3416","High","https://image.tmdb.org/t/p/w500/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg","Cedar Park Entertainment, BlockFilm, Punch Palace Productions, Balboa Productions, Black Bear Pictures, Fifth Season, CAT5","4417000","2025-03-26","2025","44417000","0.110425","116","English, Pусский, Español","Released","Human traffickers beware.","A Working Man","6.355","241"
"False","0","Action, Thriller","","tt27812086","","1125899","en","When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.","193.8037","Medium","https://image.tmdb.org/t/p/w500/mwzDApMZAGeYCEVjhegKvCzDX0W.jpg","Anton, Qwerty Films","0","2025-02-19","2025","0","0","96","English","Released","The stakes are a thousand feet high.","Cleaner","6.531","207"
"False","0","Action, Adventure","https://www.amazon.com/gp/video/detail/B0DCYJL1GN","tt35683795","","1229730","fr","By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?","169.7769","Medium","https://image.tmdb.org/t/p/w500/wbkPMTz2vVai7Ujyp0ag7AM9SrO.jpg","Gaumont","0","2025-03-27","2025","0","0","97","Français","Released","","Carjackers","6.24","127"
"False","118000000","Science Fiction, Comedy, Adventure","https://www.mickey17movie.com","tt12299608","based on novel or book, dark comedy, space travel, space colony, alien planet, creature, space adventure, human cloning, spaceship, space sci-fi, black comedy, perjalanan luar angkasa, fiksi ilmiah","696506","en","Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.","161.0623","Medium","https://image.tmdb.org/t/p/w500/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg","Warner Bros. Pictures, Plan B Entertainment, Offscreen, Kate Street Picture Company, Domain Entertainment","9337252","2025-02-28","2025","127337252","0.07912925423728813","137","English","Released","He's dying to save mankind.","Mickey 17","6.923","1528"
"False","0","Action, Thriller, Crime","","tt20419974","","1195585","en","An Interpol agent hunting the head of a global crime syndicate tracks his target to Las Vegas, but when the criminal organization kills his wife and daughter, he goes above the law to get his revenge.","165.9348","Medium","https://image.tmdb.org/t/p/w500/whkFbOZTamHeugEG95jvQehSzAH.jpg","Dbuck Films, Irish Productions, Ohlsen Productions, Tc Photography","0","2023-10-20","2023","0","0","76","English","Released","","The Hard Hit","7.4","15"
"False","0","Action, War","","tt32044730","","1373723","en","War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.","144.9178","Medium","https://image.tmdb.org/t/p/w500/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg","","0","2025-03-20","2025","0","0","92","English","Released","","The Codes of War","6.3","54"
"False","0","Horror, Thriller","","tt15173952","vengeful ghost, family tragedy, haunted","1282980","en","After a family tragedy, Chuck Wilson hopes to start a new life in Ashland Falls with his wife Maria and little sister Elizabeth, but he quickly discovers that the town has a dark history of being haunted by a ghostly woman who drives residents to suicide.","106.8257","Medium","https://image.tmdb.org/t/p/w500/ohESp5Nw49OD4ExCeNYCEIGX2iq.jpg","Cognetti Films, Epic Level Entertainment, Marlyous' Boys","0","2025-04-04","2025","0","0","101","English","Released","","825 Forest Road","6.014","35"
"False","60000000","Thriller, Action","https://www.20thcenturystudios.com/movies/the-amateur","tt0899043","central intelligence agency (cia), based on novel or book, blackmail, revenge, agent, death of wife, spy thriller, terrorist","1087891","en","After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.","111.0137","Medium","https://image.tmdb.org/t/p/w500/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg","20th Century Studios, Hutch Parker Entertainment, Joel B. Michaels Productions","-27796262","2025-04-09","2025","32203738","-0.46327103333333336","123","English, Français, Pусский","Released","Don't underestimate him.","The Amateur","6.639","104"
"False","18000000","Horror, Comedy, Romance","https://hearteyes.movie","tt32558992","marriage proposal, commercial, holiday, detective, seattle, washington, carousel , female friendship, coffee shop, drive-in theater, serial killer, slasher, police station, killing spree, couple, valentine's day, murder mystery, horror comedy, anxious, kink, holiday horror, frightened","1302916","en","When the ""Heart Eyes Killer"" strikes Seattle, a pair of co-workers pulling overtime on Valentine's Day are mistaken for a couple by the elusive couple-hunting killer. Now, they must spend the most romantic night of the year running for their lives.","100.9225","Medium","https://image.tmdb.org/t/p/w500/ebqttF1Vjgde6uSFBEw9mta7Hd3.jpg","Spyglass Media Group, Divide / Conquer, Ground Control Entertainment","13010725","2025-02-06","2025","31010725","0.7228180555555556","97","English","Released","No couple is safe.","Heart Eyes","6.336","165"
"False","0","Comedy","","tt33372007","cine mexicano","1304594","es","Lola and Cuau, a progressive middle-class pair, and Iñigo and Majo, a young conservative, well-heeled duo, turn to artificial insemination as a last resort to have children. In a madcap twist based on actual events, a mix-up at the clinic results in each mom-to-be carrying the other one's baby.","87.1924","Low","https://image.tmdb.org/t/p/w500/ApXr9phfcvIX06tLGhxOH2kmndb.jpg","Videocine, No Dancing Today, Arco Entertainment Media, Gebo Films, Espectro MX Films","0","2024-12-25","2024","0","0","107","Español","Released","","Una pequeña confusión","7.481","54"
"False","0","Animation, Action, Science Fiction","https://www.crunchyroll.com/series/G4PH0WJNG/bloody-escape-bats-out-of-hell","tt29666664","cyborg, anime, bio-engineered cyborg","1103432","ja","After being turned into a cyborg, Kisaragi faces pursuit from vampires and vengeful yakuza.","100.7944","Medium","https://image.tmdb.org/t/p/w500/lWKtVX5oEgcLbMYMaWiyes6c4IB.jpg","slowcurve, Polygon Pictures, GAGA Corporation","0","2024-01-05","2024","0","0","98","日本語","Released","","Bloody Escape: Bats out of Hell","5.5","2"
"False","250000","Horror, Thriller, Fantasy","https://www.itnfilms.net/catalog/peter-pan's-neverland-nightmare","tt21955520","peter pan, slasher, based on children's book, child abduction, magic land, independent film, violence against a child, the twisted childhood universe","1020414","en","Wendy Darling strikes out in an attempt to rescue her brother Michael from the clutches of the evil Peter Pan who intends to send him to Neverland. Along the way she meets a twisted Tinkerbell, who is hooked on what she thinks is fairy dust.","90.8812","Low","https://image.tmdb.org/t/p/w500/mOR1Ks0EcXocwMV4EPv4letz0F5.jpg","Jagged Edge Productions","65648","2025-01-13","2025","315648","0.262592","89","English","Released","He's every parent's worst nightmare.","Peter Pan's Neverland Nightmare","5.0","53"
"False","0","Horror, Thriller","https://epic-pictures.com/film/ghost-game","tt29341577","haunted house, descent into madness, home invasion, thrill seeker, independent film, social media challenge","1249385","en","As part of an internet challenge to live undetected in a stranger’s home, a daring couple target an infamous haunted house and endure a series of chilling incidents as they witness a family descending into madness.","71.2582","Low","https://image.tmdb.org/t/p/w500/kxxWBEn7qTN2xumSferCHbDudcT.jpg","Epic Pictures Group","0","2024-10-18","2024","0","0","86","English","Released","Evil lives here.","Ghost Game","3.7","23"
"False","0","Comedy, Drama","","tt28007064","filmmaking, bollywood, film about film","1226572","hi","The residents of Malegaon look to Bollywood cinema for a much-needed escape from daily drudgery. Amateur filmmaker Nasir Shaikh gets inspired to make a film for the people of Malegaon, by the people of Malegaon. He bands together his ragtag group of friends to bring his vision to life, thereby bringing a fresh lease of life into the town.","74.8572","Low","https://image.tmdb.org/t/p/w500/l5PDjfWpC9uY5HdF5cbsJ4wjqoq.jpg","Excel Entertainment, Tiger Baby","0","2025-02-28","2025","0","0","127","हिन्दी","Released","There are no rules in filmmaking.","Superboys of Malegaon","8.8","4"
"False","100000000","Animation, Family, Comedy, Science Fiction","https://www.despicable.me","tt7510222","superhero, villain, sequel, super villain, aftercreditsstinger, duringcreditsstinger, kids, calm, illumination","519182","en","Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.","73.5307","Low","https://image.tmdb.org/t/p/w500/wWba3TaojhK7NdycRhoQpsG0FaH.jpg","Universal Pictures, Illumination","869280910","2024-06-20","2024","969280910","8.6928091","94","English","Released","Things just got a little more despicable.","Despicable Me 4","7.055","2690"
"False","0","Action, Adventure","https://www.amazon.com/gp/video/detail/B0DCYJL1GN","tt35683795","","1229730","fr","By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?","369.9575","Medium","https://image.tmdb.org/t/p/w500/wbkPMTz2vVai7Ujyp0ag7AM9SrO.jpg","Gaumont","0","2025-03-27","2025","0","0","97","Français","Released","","Carjackers","6.2","73"
"False","0","Action, Drama","","tt32887283","","1261050","da","In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.","241.3008","Medium","https://image.tmdb.org/t/p/w500/7NLY1jNwtZX1yVzwVoBeAhaBE8i.jpg","Zentropa Entertainments, Film i Väst, Zentropa International Sweden, Kazak Productions, Zentropa International France","0","2024-10-31","2024","0","0","110","English, Dansk, svenska","Released","The largest heist in Danish history.","The Quiet Ones","4.643","28"
"False","250000","Horror, Thriller, Fantasy","https://www.itnfilms.net/catalog/peter-pan's-neverland-nightmare","tt21955520","peter pan, slasher, based on children's book, child abduction, magic land, independent film, violence against a child, the twisted childhood universe","1020414","en","Wendy Darling strikes out in an attempt to rescue her brother Michael from the clutches of the evil Peter Pan who intends to send him to Neverland. Along the way she meets a twisted Tinkerbell, who is hooked on what she thinks is fairy dust.","243.0424","Medium","https://image.tmdb.org/t/p/w500/mOR1Ks0EcXocwMV4EPv4letz0F5.jpg","Jagged Edge Productions","65648","2025-01-13","2025","315648","0.262592","89","English","Released","He's every parent's worst nightmare.","Peter Pan's Neverland Nightmare","5.1","41"
"False","0","Thriller, Science Fiction","","tt27949946","","1165067","en","Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.","223.7408","Medium","https://image.tmdb.org/t/p/w500/mClzWv7gBqgXfjZXp49Enyoex1v.jpg","Hewes Pictures","0","2023-08-03","2023","0","0","0","English","Released","In space... there is only chaos.","Cosmic Chaos","5.703","37"
"False","150000000","Animation, Adventure, Family, Comedy","https://movies.disney.com/moana-2","tt13622970","sea, ocean, villain, musical, sequel, duringcreditsstinger","1241982","en","After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.","194.7462","Medium","https://image.tmdb.org/t/p/w500/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg","Walt Disney Pictures, Walt Disney Animation Studios, Walt Disney Animation Studios","909544057","2024-11-21","2024","1059544057","6.063627046666666","99","English","Released","The ocean is calling them back.","Moana 2","7.081","2156"
"False","200000000","Adventure, Family, Animation","https://movies.disney.com/mufasa-the-lion-king","tt13186482","friendship, paradise, lion, musical, prequel, jungle, told in flashback, betrayal by friend, chance meeting, live action remake, found family, lost, awestruck","762509","en","Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.","188.1653","Medium","https://image.tmdb.org/t/p/w500/lurEK87kukWNaHd0zYnsi3yzJrs.jpg","Walt Disney Pictures","521046090","2024-12-18","2024","721046090","2.60523045","118","English","Released","The story of an orphan who would be king.","Mufasa: The Lion King","7.415","1880"
"False","50000000","Drama, Mystery, Thriller","https://www.focusfeatures.com/black-bag","tt30988739","london, england, husband wife relationship, spy, marriage, suspicion, dinner, intelligence officer, polygraph, intimate, bold, zurich, switzerland","1233575","en","When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband – also a legendary agent – faces the ultimate test of whether to be loyal to his marriage, or his country.","182.4999","Medium","https://image.tmdb.org/t/p/w500/hHPovtU4b96LHcoeEwRkGHI5btw.jpg","Casey Silver Productions","-15014400","2025-03-12","2025","34985600","-0.300288","94","English","Released","It takes a spy to hunt a spy.","Black Bag","6.384","264"
"False","270000000","Family, Fantasy","https://movies.disney.com/snow-white-2025","tt6208148","princess, dwarf, fairy tale, poison, musical, apple, based on movie, evil queen, based on fairy tale, live action remake, fantasy, romantic fantasy, disheartening, distressing","447273","en","Princess Snow White flees the castle when the Evil Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young thief named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom in the process.","143.1516","Medium","https://image.tmdb.org/t/p/w500/xWWg47tTfparvjK0WJNX4xL8lW2.jpg","Walt Disney Pictures, Marc Platt Productions","-101637530","2025-03-19","2025","168362470","-0.3764352962962963","109","English, Español","Released","The classic tale comes to life.","Snow White","4.498","503"
"False","0","Action, Adventure, Thriller","https://www.netflix.com/title/81936018","tt23648788","mexico, usa–mexico border, special forces, military, narcos, murcielagos","1356039","es","When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.","125.0152","Medium","https://image.tmdb.org/t/p/w500/38I76hGcFY6xB47pjm7pZwkfuAF.jpg","Draco Films","0","2025-02-27","2025","0","0","85","Español","Released","","Counterattack","8.403","598"
"False","10000000","Horror, Mystery, Thriller","https://a24films.com/films/opus","tt29929565","pop star, cult, psychological thriller, cult of celebrity, mysterious disappearance","1202479","en","A young writer is invited to the remote compound of a legendary pop star who mysteriously disappeared thirty years ago. Surrounded by the star's cult of sycophants and intoxicated journalists, she finds herself in the middle of his twisted plan.","110.2489","Medium","https://image.tmdb.org/t/p/w500/m0du9dsiOVeb0SgfqR8ZAEPRxww.jpg","A24, Makeready, MACRO","-7816461","2025-03-13","2025","2183539","-0.7816461","104","English","Released","A once-in-a-lifetime experience.","Opus","5.49","50"
"False","1100000","Action, Crime, Thriller","https://hellhoundthemovie.com/","tt22489042","","1217379","en","Ready to leave his profession behind, Loreno, an assassin, lends help to an old friend, Cetan, and taking one last job in Thailand seeking out a local kingpin. A lapse in judgment means Loreno crosses paths with old colleague Paul.","100.8202","Medium","https://image.tmdb.org/t/p/w500/h1BtcTEk0pbe9XhbxrAp2oLKoWb.jpg","","-1100000","2024-06-20","2024","0","-1.0","103","English","Released","Fight like a god. Die like a man.","Hellhound","6.5","37"
"False","120000000","Action, Adventure, Thriller","https://www.kravenmovie.com","tt8790086","hunter, superhero, villain, based on comic, supervillain, antihero, intense, admiring, antagonistic","539972","en","Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.","93.0433","Low","https://image.tmdb.org/t/p/w500/1GvBhRxY6MELDfxFrete6BNhBB5.jpg","Columbia Pictures, Matt Tolmach Productions, Arad Productions","-60815357","2024-12-11","2024","59184643","-0.5067946416666667","127","English, Pусский, Türkçe","Released","Villains aren't born. They're made.","Kraven the Hunter","6.627","1529"
"False","120000000","Action, Science Fiction, Adventure","https://venom.movie","tt16366836","hero, superhero, anti hero, villain, alien life-form, based on comic, sequel, aftercreditsstinger, woman director, amused, indifferent","912649","en","Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.","83.7722","Low","https://image.tmdb.org/t/p/w500/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg","Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Hutch Parker Entertainment, Arad Productions","358103649","2024-10-22","2024","478103649","2.984197075","109","English","Released","'Til death do they part.","Venom: The Last Dance","6.786","3134"
"False","10000000","Horror, Science Fiction, Thriller","https://www.findyourcompanion.com","tt26584495","artificial intelligence (a.i.), cabin, robot, boyfriend girlfriend relationship, duringcreditsstinger, robot girl, weekend getaway, human android relationship, toxic relationship, abusive relationship, malfunctioning android, sentient machine, sinister, sci-fi horror, human vs machines, cybernetics, android horror","1084199","en","During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.","73.8654","Low","https://image.tmdb.org/t/p/w500/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg","BoulderLight Pictures, New Line Cinema, Vertigo Entertainment, Subconscious, Domain Entertainment, Warner Bros. Pictures","26499858","2025-01-22","2025","36499858","2.6499858","97","English, Deutsch, 普通话, Español, Pусский","Released","Find someone made just for you.","Companion","7.1","966"
"False","0","Action, Horror","","tt23648404","wrestling, cult, backwoods, cult leader, pro wrestling, rural","1062276","en","A small-time wrestling company accepts a well-paying gig in a backwoods town only to learn, too late, that the community is run by a mysterious cult leader with devious plans for their match.","73.8621","Low","https://image.tmdb.org/t/p/w500/6E6fBED3ix7FmrWUWZdeYG4vqK8.jpg","Dept.9 Studios","0","2024-07-21","2024","0","0","94","English","Released","","Dark Match","4.8","10"
"False","0","Action, Thriller","","tt27056066","historical epic, bollywood, indian air force, inspired by true story, pakistani air force","1143407","hi","In the 1965 Indo-Pak War, India faces a devastating surprise attack. Wing Commander Ahuja leads a retaliatory strike, but Squadron Leader Vijaya goes missing after a heroic solo engagement against a superior enemy jet. Ahuja spends 23 years seeking the truth and uncovering a cover-up.","70.0164","Low","https://image.tmdb.org/t/p/w500/f1KLUpaW7rbXhUm5SxG1lpPFFCJ.jpg","Maddock Films, Jio Studios","0","2025-01-24","2025","0","0","125","हिन्दी, English","Released","Some missions end. Others last a lifetime.","Sky Force","6.98","25"
"False","100000000","Animation, Family, Comedy, Science Fiction","https://www.despicable.me","tt7510222","superhero, villain, sequel, super villain, aftercreditsstinger, duringcreditsstinger, kids, calm, illumination","519182","en","Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.","67.2357","Low","https://image.tmdb.org/t/p/w500/wWba3TaojhK7NdycRhoQpsG0FaH.jpg","Universal Pictures, Illumination","869280910","2024-06-20","2024","969280910","8.6928091","94","English","Released","Things just got a little more despicable.","Despicable Me 4","7.052","2672"
"False","70000000","Action, Adventure, Thriller, Crime","http://www.sonypictures.com/movies/xxx/","tt0295701","mission, biological weapon, sports car, cold war, prague, czech republic, nsa agent, ironic, adrenaline junkie, thrill seeker, wonder, provocative, hilarious, approving, joyful, mocking, pretentious","7451","en","Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.","55.8125","Low","https://image.tmdb.org/t/p/w500/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg","Columbia Pictures, Original Film, Revolution Studios, Neal H. Moritz Productions","207448382","2002-08-09","2002","277448382","2.963548314285714","124","Český, English, Deutsch, Español, Pусский","Released","A new breed of secret agent.","xXx","5.938","4389"
